county,year,Anteil_Bruttowertschöpfung_Primärer_Sektor_inkar,Anteil_Bruttowertschöpfung_Sekundärer_Sektor_inkar,Anteil_Bruttowertschöpfung_Tertiärer_Sektor_inkar,Ausgaben_für_Sachinvestitionen_inkar,Auslandsumsatz_im_Bergbau_u._Verarb._Gewerbe_inkar,Ausländeranteil_inkar,Beschäftigte_Pimärer_Sektor_inkar,Beschäftigte_Sekundärer_Sektor_inkar,Beschäftigte_Tertiärer_Sektor_inkar,Beschäftigte_am_AO_mit_Berufsabschluss_inkar,Beschäftigte_am_AO_mit_akademischem_Berufsabschluss_inkar,Beschäftigte_am_AO_ohne_Berufsabschluss_inkar,Beschäftigte_am_WO_mit_Berufsabschluss_inkar,Beschäftigte_am_WO_mit_akademischen_Abschluss_inkar,Beschäftigte_am_WO_ohne_Berufsabschluss_inkar,Beschäftigte_im_Handwerk_inkar,Beschäftigte_in_IT-_und_naturwissenschaftlichen_Dienstleistungsberufen_inkar,Beschäftigte_in_Kreativbranchen_inkar,Beschäftigte_in_unternehmensbezogenen_Dienstleistungen_inkar,Beschäftigte_in_wissensintensiven_Industrien_inkar,Beschäftigte_mit_Anforderungsniveau_Experte_inkar,Beschäftigte_mit_Anforderungsniveau_Fachkraft_inkar,Beschäftigte_mit_Anforderungsniveau_Helfer_inkar,Beschäftigte_mit_Anforderungsniveau_Spezialist_inkar,Bruttoinlandsprodukt_in_1000_Euro_inkar,Bruttoinlandsprodukt_je_Einwohner_inkar,Bruttoinlandsprodukt_je_Erwerbstätigen_inkar,Bruttoverdienst_inkar,Bruttoverdienst_im_Produzierenden_Gewerbe_inkar,Bruttowertschöpfung_je_Erwerbstätigen_inkar,Bruttowertschöpfung_je_Erwerbstätigen_Primärer_Sektor_inkar,Bruttowertschöpfung_je_Erwerbstätigen_Sekundärer_Sektor_inkar,Bruttowertschöpfung_je_Erwerbstätigen_Tertiärer_Sektor_inkar,Gewerbesteuer_inkar,Industriequote_inkar,Investitionen_im_Bergbau_und_Verarb._Gewerbe_inkar,Medianeinkommen_inkar,Mietpreise_inkar,Offene_Stellen_mit_Anforderungsniveau_Experte_inkar,Offene_Stellen_mit_Anforderungsniveau_Fachkraft_inkar,Offene_Stellen_mit_Anforderungsniveau_Helfer_inkar,Offene_Stellen_mit_Anforderungsniveau_Spezialist_inkar,Pendlersaldo_inkar,Personal_der_Kommunen_inkar,Schulabgänger_mit_Hauptschulabschluss_inkar,Schulabgänger_mit_allgemeiner_Hochschulreife_inkar,Schulabgänger_mit_mittlerem_Abschluss_inkar,Schulabgänger_ohne_Abschluss_inkar,Schuldnerquote_inkar,Schutzsuchende_an_Bevölkerung_inkar,Schutzsuchende_an_ausländischer_Bevölkerung_inkar,Schüler_inkar,Steuerkraft_inkar,Studierende_je_100_Einwohner_18_bis_25_Jahre_inkar,Umsatz_Bauhauptgewerbe_inkar,Umsatz_im_Bergbau_u._Verarb._Gewerbe_inkar,Umsatz_im_Handwerk_inkar,Umsatzsteuer_inkar,Unternehmensinsolvenzen_inkar
7335,2009,1.37,24,74.63,300.79,36.96,6.1,0.41,29.93,69.62,,,,,,,,,1.67,4.58,5.72,,,,,1596599,15.04,49.01,1859.7,2448.73,43.94,37.85,39.78,45.62,151.81,9.08,15.37,,,6.05,67.74,18.55,7.66,-70.33,98.63,22.01,27.07,,5.52,9.42,0.28,4.63,10.54,456.77,0,90.03,360.16,,16.2,11.24
7335,2010,1.74,25.29,72.96,283.64,365.84,6.21,0.4,28.26,71.27,,,,,,,20.65,,1.48,4.23,4.58,,,,,1703835,16.16,52.46,1884.47,2431.02,47.17,51.18,45.6,47.65,166.15,8.73,6.53,,3,6.11,64.95,18.97,9.65,-68.64,101.21,19.84,26.33,,5.8,9.84,0.34,5.49,10.33,459.44,0,91.05,541.71,81.04,16.74,9.75
7335,2011,1.49,26.56,71.95,260.51,36.66,5.22,0.43,28.64,70.9,,,,,,,20.32,,1.38,4.09,4.71,,,,,1783268,17,54.59,1915.35,2442.17,49.01,45.66,49.22,49,217.41,9.11,6.55,,3,5.26,68.73,18.27,7.43,-66.21,101.71,21.39,29.4,,4.74,9.66,0.33,6.3,10.18,517.65,0,82.96,567.79,86.44,17.62,7.94
7335,2012,1.62,27.46,70.93,286.97,41.36,5.36,0.42,29,70.58,54.15,4.15,13.64,62.35,7.05,12.59,20.74,,1.39,4.23,4.59,,,,,1809052,17.32,54.54,1949.65,2482.35,48.99,51.1,50.31,48.45,220.85,9.42,4.37,,3,4.87,71.92,16.33,6.88,-63.71,103.88,18.5,29.3,,5.45,9.86,0.37,6.97,9.91,540.41,0,94.31,167.56,85.85,18.96,6.9
7335,2013,1.8,25.26,72.94,245.23,38.85,5.58,0.5,27.24,72.26,56.02,4.53,12.29,64.58,7.59,11.12,19.52,1.78,1.45,4.33,4.69,7.24,62.66,16.93,9.56,1846465,17.73,54.83,2005.44,2554.22,49.3,55.78,47.58,49.78,215.11,9.37,22.18,,3,6.01,70.67,14.84,8.48,-57.17,107.48,22.53,26.71,,6.27,9.93,0.44,7.92,9.75,548.56,0,102.68,163.54,82.15,19.39,4.36
7335,2014,1.72,24.5,73.78,292.56,43.39,6.09,0.44,26.8,72.75,57.37,4.86,12.31,65.45,7.98,11.21,19.41,1.89,1.43,4.5,4.17,7.32,63.12,16.73,9.52,1906855,18.28,55.81,2033.4,2609.35,50.25,56.33,48.74,50.64,207.05,9.38,5.29,2736,3,6.72,66.93,18.6,7.75,-57.14,108.83,20.84,30.42,,4.74,10.12,0.65,10.7,9.73,560.58,0,99.4,170.9,82.41,19.72,9.57
7335,2015,1.53,24.48,73.98,300.37,44.52,7.02,0.45,25.83,73.72,57.96,5.3,12.25,65.8,8.28,11.2,18.52,1.95,1.44,5.31,3.94,7.43,62.53,20.44,9.3,2057775,19.6,58.99,2129.06,2667.29,53.06,55.04,52.85,53.09,214.4,9.18,4.65,2794,3,5.99,70.55,17.12,6.34,-57.32,109.08,20.73,32.26,,7.48,10.14,0.81,11.61,9.72,587.38,0,97.68,174.74,80.97,23.89,6.73
7335,2016,1.53,24.39,74.08,81.57,45.77,7.62,0.42,25.53,74.06,58.54,5.72,12.12,66.16,8.64,11.15,18.41,2.03,1.53,5.43,3.95,7.32,62.4,17.74,9.38,2110154,20,60.13,2197.1,2809.85,54.14,57.16,54.07,54.1,220.47,9.33,6.74,2836,4,4.68,70.78,17.7,6.85,-55.25,111.84,18.68,34.05,42.8,4.47,10.5,1.45,18.96,9.67,581.38,0,95,186.34,83.39,24.23,4.65
7335,2017,1.53,25.01,73.46,247.04,49.56,8.01,0.4,25.35,74.25,59.87,6.23,12.32,66.33,9.06,11.13,18.24,2.12,1.7,5.7,3.82,7.27,63.47,17.83,9.44,2143475,20.29,61.34,2275.79,2905.07,55.27,58.29,56.56,54.79,254.86,9.25,7.42,2892,4,3.92,69.41,20.23,6.57,-58.93,113.58,20.02,30.14,42.71,7.14,10.56,1.48,18.43,9.58,637.36,0,104.3,201.87,87.21,30.53,3.45
7335,2018,1.59,25.56,72.85,300.52,53.76,8.65,0.45,25.38,74.17,60.11,6.56,12.51,66.5,9.38,11.22,17.95,2.26,1.74,5.56,3.8,7.25,63.24,18.25,9.3,2201304,20.76,63.03,2328.2,2926.18,56.81,63.87,59.43,55.81,279.33,9.48,8.42,2981.21,4,4.1,70.29,19.29,6.32,-57.71,115.98,17.01,33.14,40.71,9.14,10.71,1.47,16.94,9.5,683.44,0,94.91,202.34,90.92,39.98,3.48
7335,2019,1.36,24.94,73.7,85.88,50.89,9.03,0.41,25.71,73.88,60.21,7.04,12.94,66.25,9.99,11.52,,2.38,1.92,5.72,3.93,7.4,63.55,17.7,9.44,2283991,21.55,64.69,2393.32,2957.34,58.3,58.67,58.85,58.11,278.17,9.84,8.14,3058.87,4,3.96,74.34,15.66,6.04,-57.3,117.48,17.42,35.15,39.27,8.16,10.77,1.4,15.52,9.51,717.71,0,102.14,196.03,,45.91,3.58
7335,2020,1.47,25.75,72.78,165.08,49.62,9.55,0.4,25.46,74.14,59.68,7.65,13.21,66.21,10.42,11.55,,2.5,1.93,5.83,3.82,7.91,63,17,9.8,2264324,21.3,64.22,2392.16,2881.99,58.17,65.43,60.8,57.17,253.32,9.91,,3113.12,4,5.31,69.66,17.83,7.32,-55.06,,16.96,33.1,40.42,9.52,,1.38,14.48,9.56,,0,,189.77,,48.97,3.27
7335,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
7336,1995,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.44,,,,,,,,,,,42.68,13.76,,8.59,,,,11.11,378.28,0,61.17,,,,
7336,1996,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.57,,,,,,,,,,,44.35,14.95,,9.84,,,,11.28,339.26,0,64.65,,,,
7336,1997,,,,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.76,,,,,,,,,-92.99,,34.07,16.79,,9.14,,,,11.47,330.76,0,,,,,
7336,1998,,,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.82,,,,,,,,,-92.72,,40.23,14.5,,7.72,,,,11.69,346.16,0,62.18,,,17.55,
7336,1999,,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.69,,,,,,,,,-92.3,,40.23,14.5,,7.72,,,,11.67,349.98,0,63.63,,,18.77,
7336,2000,2.08,35.49,62.43,,,3.07,,,,,,,,,,,,,,,,,,,1027502,13.06,44.78,1610.88,2100.4,40.38,32.48,45.49,38.24,130.43,,,,,,,,,-95.9,,34.01,15.03,,9.43,,,,11.7,343.7,0,63.48,,,18.05,
7336,2001,2.15,34.22,63.64,,,3.17,,,,,,,,,,,,,,,,,,,1038419,13.22,45.42,1711.17,2338.21,41.03,34.54,44.71,39.53,147.36,,,,,,,,,-95.7,,35.93,18.23,,8.96,,,,11.46,341.02,0,63.24,,,17.88,
7336,2002,2.13,32.14,65.73,,,3.22,,,,,,,,,,,,,,,,,,,1040535,13.32,45.67,1655.2,2169.95,41.29,35.8,43.98,40.28,130.39,,,,,,,,,-99.03,,36.93,13.64,,9.89,,,,11.47,325.92,0,51.14,,,17.74,
7336,2003,2.09,29.13,68.78,,,3.22,,,,,,,,,,,,,,,,,,,1027216,13.23,45.98,1614.53,2063,41.51,36.09,42.97,41.11,150.99,,,,,,,,,-104.34,,31.6,12.04,,9.72,,,,11.46,330.29,0,68.55,,,17.72,
7336,2004,2.08,28.29,69.62,,,3.22,,,,,,,,,,,,,,,,,,,1031369,13.36,46.13,1609.71,2095.98,41.79,38.45,44.22,40.99,178.72,,,,,,,,,-110.82,,35.42,14.7,,7.18,8.94,,,11.25,347.51,0,74.7,,,17.91,
7336,2005,1.95,26.04,72.02,,,3.22,,,,,,,,,,,,,,,,,,,1004032,13.12,45.63,1601.87,2186.71,41.27,37.47,42.19,41.06,161.33,,,,,,,,,-118.04,,31.67,16,,8.63,9.44,,,10.97,350.23,0,73.55,,,18.32,
7336,2006,2.07,25.38,72.54,,,3.26,,,,,,,,,,,,,,,,,,,1021819,13.48,46.41,1560.93,1993.12,41.97,41.63,42.19,41.91,105.71,,,,,,,,,-117.47,125.31,34.39,18.19,,7.16,9.7,,,10.72,347.6,0,71.54,,,19.52,
7336,2007,2.18,26.39,71.43,,,3.25,,,,,,,,,,,,,,,,,,,1052195,14.05,47.61,1608.92,2136.16,42.82,42.05,45.03,42.07,123.82,,,,,,,,,-119.12,127.01,35.33,14.93,,7.68,9.95,0.33,10.27,10.34,387.65,0,,,,21.96,7.7
7336,2008,2.23,26.46,71.3,,,3.32,0.84,35.78,63.37,,,,,,,,,0.54,,,,,,,1105644,14.94,48.77,1656.18,2165.19,43.85,44.68,45.39,43.28,102.41,8.95,,,,11.21,69.16,12.15,6.54,-113.95,139.35,31.91,18.48,,5.05,9.39,0.32,9.76,10.14,417.52,0,,,,22.94,5.15
7336,2009,2.06,25.74,72.19,424.23,100.8,3.37,0.8,34.67,64.52,,,,,,,,,0.5,7.38,9.1,,,,,1081518,14.75,47.79,1678.72,2162.77,42.85,42.5,43.33,42.68,84.43,8.65,6.96,,,7.45,68.09,20.21,4.26,-113.05,140.92,27.04,18.47,,7.65,8.48,0.33,9.72,9.77,384.07,0,,147.08,,21.8,4.86
7336,2010,2.97,23.37,73.66,379.12,,3.45,0.59,33.64,65.42,,,,,,,16.76,,0.56,7.32,4.43,,,,,1090565,15.02,48.93,1715.58,2205.28,43.99,58.29,42.55,44.03,103.1,8.58,,,2,5.44,71.43,14.97,7.48,-110.45,139.8,28.61,18.11,,4.99,8.98,0.37,10.59,9.39,390.82,0,,,73.08,22.58,10.3
7336,2011,2.43,23.24,74.33,345.21,,3.26,1.07,33.06,65.86,,,,,,,16.37,,0.48,7.37,4.39,,,,,1105066,15.25,50.29,1794.26,2303.73,45.15,46.64,43.21,45.74,115.92,8.42,,,2,4.55,79.22,11.04,5.19,-111.55,140.91,24.06,20.42,,5.31,8.78,0.39,11.85,9.12,425.03,0,,,78.31,23.7,6.24
7336,2012,2.66,21.96,75.38,287.2,,3.43,1.17,32.57,66.25,69.2,4.73,14.89,68.59,5.09,13.09,16.58,,0.48,7.39,4.44,,,,,1110313,15.47,51.6,1847.76,2350.14,46.35,50.62,42.35,47.52,120.61,8.2,,,2,5.64,74.36,12.31,8.21,-115.89,144.5,21.4,21.4,,5.74,9.2,0.38,11.18,8.91,444.03,0,90.29,,78.86,21.93,9.27
7336,2013,3,21.99,75.01,288.54,116.08,3.6,1.27,31.9,66.82,72.27,5.18,13.71,70.99,5.4,11.73,16.37,0.82,0.42,7.27,4.32,6.7,67.3,17.45,7.94,1132140,15.92,53.94,1912.48,2431.36,48.5,58.25,44.17,49.59,124.22,8.13,5.52,,2,5.13,70.09,17.09,8.55,-118.37,151.06,21.85,19.4,,3.66,9.42,0.46,12.71,8.48,460.24,0,91.29,168.61,76.54,22.57,4.78
7336,2014,2.81,22.75,74.44,237.7,119.31,3.98,1.32,31.79,66.88,73.11,5.34,13.62,71.84,5.71,11.55,16.21,0.75,0.47,7.18,4.15,6.81,67.38,17.62,7.89,1116655,15.75,55.46,2023.28,2414.16,49.92,54.14,45.43,51.32,110.48,8.23,5.16,2716,3,4.76,72.62,15.48,7.74,-117.11,148.84,21.26,19.69,,6.93,9.73,0.63,15.96,8.14,471.95,0,84.56,170.29,77.47,23.07,6.44
7336,2015,2.64,22.88,74.49,244.74,121.46,4.93,1.36,32.36,66.09,73.39,5.51,13.61,72.22,5.98,11.73,14.58,0.8,0.47,7.17,4.13,6.69,67.49,17.85,7.97,1154710,16.26,57.85,2066.3,2379.15,52.04,53.26,47.66,53.51,156.6,8.36,6.05,2757,2,7.44,66.51,15.81,10.7,-120.26,149.3,20.47,21.71,,8.06,10.05,0.78,15.87,7.88,502.4,0,87.92,170.89,73.47,23.51,5.83
7336,2016,2.65,23.63,73.72,58.62,28.28,5.65,1.15,32.27,66.58,73.19,5.83,13.56,72.51,6.27,11.62,14.54,0.72,0.47,7.05,3.91,7.15,67.19,18.03,7.63,1188555,16.76,58.78,2159.45,2523.13,52.92,57.2,49.68,53.9,175.56,8.58,,2819,2,6.2,64.42,18.92,10.46,-116.05,156.56,24.81,23.69,44.59,6.9,10.45,1.62,28.71,7.82,509.27,0,92.28,182.99,78.37,23.99,4.91
7336,2017,2.66,23.73,73.61,241.28,,6.01,1.14,32.55,66.31,73.11,6.29,13.57,72.38,6.63,11.81,14.91,0.7,0.42,6.94,3.97,6.99,66.41,18.89,7.71,1226551,17.33,60.62,2223.46,2551.59,54.62,62.18,50.23,55.95,179.97,8.88,10.71,2895,3,6.97,60.91,23.33,8.79,-115.54,157.57,24.26,21.7,42.55,11.49,10.67,1.7,28.23,7.76,549.05,0,96.52,192.58,83.44,30.33,5.84
7336,2018,2.8,23.55,73.64,210.42,,6.24,1.18,32.16,66.66,72.91,6.66,13.36,72.72,6.94,11.72,14.66,0.8,0.43,7,4.53,6.83,66.74,18.72,7.71,1251818,17.75,62.79,2272.06,2711.43,56.59,68.43,55.71,56.5,192.93,8.84,10.53,2993.46,3,5.69,68.56,18.26,7.49,-119.08,159.52,20.5,18.77,48.08,12.64,10.74,1.71,27.39,7.78,589.53,0,105.39,194.29,86.59,29.91,3.62
7336,2019,2.47,22.92,74.61,32.39,,6.67,1.12,30.77,68.1,72.9,6.76,13.4,72.66,7.31,11.66,,0.87,0.42,6.72,4.55,6.87,66.69,19.05,7.4,1286319,18.32,64.42,2339.48,2736.47,58.07,65.03,56.65,58.31,207.87,8.7,10.57,3040.82,3,4.34,68.22,20.67,6.77,-115.59,163.77,19.39,27.27,43.43,9.9,10.92,1.77,26.47,7.88,630.15,0,105.98,186.17,,34.47,3.47
7336,2020,2.41,23.48,74.11,225.98,0,6.94,1.08,30.34,68.58,73.65,7.02,13.04,72.55,7.71,11.57,,0.95,0.49,7.05,4.54,7.04,68,17.22,7.74,1268352,18.09,64.93,2371.87,2692.21,58.82,65.36,58.56,58.71,198.78,8.59,,3062.68,3,5.26,68.68,18.68,7.37,-115.22,,16.77,29.09,46.5,7.64,,1.62,23.34,7.89,,0,,176.18,,36.95,0.93
7336,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
7337,1995,,,,,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.58,,,,,,,,,,,34.09,17.46,,9.3,,,,10.06,390.77,3.3,74.79,,,,
7337,1996,,,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.56,,,,,,,,,,,36.47,16.2,,9.72,,,,10.3,377.23,3.21,76.75,,,,
7337,1997,,,,,,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.42,,,,,,,,,-44.1,,34.22,17.16,,9.75,,,,10.62,370.55,2.86,84.41,,,,
7337,1998,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.62,,,,,,,,,-55.5,,31.4,14.94,,8.33,,,,10.82,398.42,2.78,75.54,,,16.63,
7337,1999,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.43,,,,,,,,,-55.71,,31.4,14.94,,8.33,,,,10.84,402.6,2.54,73.67,,,17.59,
7337,2000,5.79,31.1,63.11,,,4.44,,,,,,,,,,,,,,,,,,,1823330,16.67,47.35,1882.22,2388.39,42.7,34.22,45.89,42.21,149.92,,,,,,,,,-57.05,,29.57,15.95,,10.13,,,,10.76,399.73,2.95,81.13,,,18.02,
7337,2001,6.38,29.68,63.93,,,4.49,,,,,,,,,,,,,,,,,,,1834988,16.73,47.88,1933.65,2465.98,43.25,37.22,44.14,43.54,126.42,,,,,,,,,-56.33,,33.27,14.34,,11.41,,,,10.7,372.76,3.59,84.68,,,17.76,
7337,2002,6.22,29.77,64.01,,,4.6,,,,,,,,,,,,,,,,,,,1892609,17.16,49.06,1974.28,2580.97,44.35,38.13,45.93,44.34,157.38,,,,,,,,,-57.44,,31.99,13.01,,9.14,,,,10.67,373.73,4.57,83.65,,,17.45,
7337,2003,6.29,29.06,64.65,,,4.6,,,,,,,,,,,,,,,,,,,1922765,17.4,50.05,2001.53,2621.6,45.18,38.6,46.31,45.44,164.23,,,,,,,,,-57.49,,30.29,13.29,,9.13,,,,10.85,385.92,4.76,84.33,,,17.27,
7337,2004,6.56,29.11,64.34,,,4.58,,,,,,,,,,,,,,,,,,,1978276,17.83,50.62,2004.63,2710.12,45.86,40.65,48.51,45.33,206.92,,,,,,,,,-56.96,,26.52,21.64,,7.78,7.48,,,10.72,406.94,4.81,85.77,,,17.32,
7337,2005,6.11,27.16,66.72,,,4.48,,,,,,,,,,,,,,,,,,,1936958,17.51,49.27,1984.8,2721.46,44.57,37.5,44.98,45.18,212.28,,,,,,,,,-58.52,,28.98,21.11,,6.4,8.09,,,10.69,424.27,4.65,87.14,,,17.59,
7337,2006,6.02,27.64,66.34,,,4.5,,,,,,,,,,,,,,,,,,,2039012,18.5,51.72,1989.84,2746.54,46.77,39.46,49.31,46.55,195.29,,,,,,,,,-59.7,77.94,29.68,20.32,,5.82,8.57,,,10.68,449.93,4.86,81.49,,,18.64,
7337,2007,6.13,29.07,64.8,,,4.56,,,,,,,,,,,,,,,,,,,2116904,19.25,52.93,2001.94,2745.64,47.6,39.84,53.21,46.27,257.18,,,,,,,,,-59.39,78.85,25.66,22.83,,6.02,8.62,0.35,7.58,10.7,513.75,4.85,102.89,,,20.74,4.84
7337,2008,6.2,28.68,65.12,,,4.55,2.54,33.25,64.18,,,,,,,,,0.89,,,,,,,2185317,19.93,53.72,2016.53,2695.44,48.3,40.51,53.57,47.12,239.63,10.85,,,,5.7,52.14,34.76,6.84,-59.27,78.72,22.82,24.41,,5.73,8.27,0.25,5.41,10.65,550.41,5.21,101.86,,,21.48,4.7
7337,2009,5.71,29.03,65.25,233.58,47.04,4.5,2.64,33.28,64.07,,,,,,,,,1.58,9.09,11.16,,,,,2159231,19.79,52.87,1994.76,2552.4,47.41,38.78,53.75,45.89,201.4,11.07,6.2,,,5.6,64.8,21.2,7.6,-57.26,80.73,21.5,25.73,,5.61,7.52,0.23,5.09,10.55,508.68,5.5,109.45,190.02,,22.2,4.54
7337,2010,8.06,27.53,64.41,364.34,51.37,4.52,2.5,32.75,64.66,,,,,,,16.56,,1.33,8.92,10.67,,,,,2210852,20.28,54.06,2020.71,2540.72,48.6,56.78,52.73,46.22,204.39,10.98,5.26,,3,3.6,67.57,22.82,5.71,-57.13,81.37,16.9,26.21,,5.03,8,0.28,6.19,10.46,502.75,5.58,100.62,210.22,95.86,22.8,5.48
7337,2011,6.35,28.44,65.22,321.24,62.17,4.07,2.58,31.77,65.65,,,,,,,16.27,,1.38,8.88,10.59,,,,,2326384,21.48,55.11,2078.59,2627.18,49.47,46.43,55.95,47.38,221.07,11.16,6.68,,3,6.1,69.06,16.78,6.75,-53.04,82.46,19.21,26.65,,4.61,7.76,0.26,6.47,10.44,544.5,5.7,107.61,237.76,100.67,24.04,4
7337,2012,6.63,28.12,65.25,261.54,78.58,4.47,2.73,31.95,65.32,65.06,7.44,13.7,68.34,8.17,12.5,16.29,,1.5,9.35,10.77,,,,,2429160,22.34,56.15,2142.11,2735.43,50.43,50.15,56.74,48.16,232.45,11.47,7.67,,3,7.61,70.05,14.55,6.94,-51.85,82.39,14.03,34.35,,5.04,7.92,0.31,6.9,10.09,586.14,5.81,114.8,267.76,103.13,25.09,3.86
7337,2013,7.25,29.27,63.48,243.18,106.16,4.7,2.69,30.07,67.24,65.81,8.09,12.68,70.09,8.65,11.29,15.57,1.48,1.72,9.97,10.06,9.81,56.13,19.16,11.61,2565740,23.53,58.86,2184.09,2875.32,52.93,59.69,62.91,48.73,300.3,11.45,5.33,,4,4.37,65.21,23.78,6.47,-46.32,82.92,9.54,34.05,,4.86,7.93,0.35,7.41,9.84,630.44,5.9,111.81,301.26,103.82,25.54,4.34
7337,2014,6.47,29.53,64,235.1,105.4,5.36,2.63,29.53,67.84,66.96,8.04,12.62,70.33,9.06,11.35,15.22,1.49,0.94,4.42,9.7,9.07,56.3,19.6,12.11,2618607,23.86,59.35,2239.16,2955.53,53.43,53.5,65.2,49.32,275.85,11.51,7.3,2779,4,4.98,63.08,25.52,6.42,-46.56,83.38,18.01,30.95,,4.23,7.94,0.52,9.69,9.49,633.16,6.26,115.11,289.24,101.45,25.84,3.28
7337,2015,5.95,30.21,63.84,164.43,118.79,6.21,2.87,29.65,67.48,67.22,8.59,15.23,70.29,9.43,12.16,15.29,1.59,0.85,4.41,9.54,9.02,56,22.74,12.22,2737371,24.77,61.55,2359.1,3236.82,55.36,49.71,68.31,51.3,311.12,11.89,7.39,2835,4,4.29,65.18,23.62,7.06,-44.12,83.69,17.56,36.1,,6.15,7.88,0.62,9.97,9.21,672.35,6.85,113.66,299.59,100.91,30.8,3.52
7337,2016,5.8,30.95,63.25,49.3,128.39,7.04,2.78,29.37,67.85,67.1,9.25,15.22,70.15,9.85,12.13,15.32,1.68,0.79,4.31,9.57,9.06,55.36,23.28,12.29,2853465,25.73,63.7,2486.81,3505.62,57.35,50.41,72.96,52.52,324.72,12.06,7.12,2890,5,4.76,63.17,25.88,6.15,-42.4,85.22,15.13,35.97,43.19,5.71,7.99,1.1,15.57,9.07,674.36,7.59,119.02,299.77,101.5,31.28,3.08
7337,2017,5.98,31.37,62.65,257.11,132.44,7.22,2.77,29.58,67.65,67.13,9.77,15.05,69.95,10.28,12.03,14.54,1.81,0.81,4.29,9.67,9.27,54.87,23.49,12.37,2923372,26.43,64.2,2493.32,3345.38,57.85,52.86,73.86,52.61,347.21,12.68,8.86,2986,5,4.28,63.32,26.1,6.31,-40.37,88.59,14.68,36.57,42.38,6.37,7.92,1.24,17.22,9.04,734.3,7.92,,300.28,107.03,39.56,4.34
7337,2018,6.29,30.73,62.99,226.91,123.42,7.41,2.72,30.42,66.85,67.08,10.42,14.5,70.09,10.7,11.7,14.94,1.92,0.79,4.26,9.86,9.33,54.35,23.72,12.6,3003785,27.22,64.82,2602.8,3466.71,58.41,57.68,72.05,53.54,396.24,13.52,8.74,3074.31,5,4.34,65.89,23.01,6.66,-37.86,91.07,12.72,33.72,47.95,5.6,7.85,1.2,16.15,8.87,819.37,8.68,113.47,287.33,99.9,52.04,1.67
7337,2019,5.52,32.55,61.93,21.11,106.01,7.66,2.86,30.51,66.63,66.87,10.77,14.54,69.95,11.31,11.6,,2.12,0.82,4.29,9.58,9.35,54.46,23.45,12.74,3108377,28.12,66.4,2613.99,3405.1,59.85,53.02,76.46,54.28,411.86,13.76,9.56,3172.42,6,4.09,65.62,21,9.3,-38.37,92.29,14.66,36,42.37,6.98,7.76,1.24,16.12,8.8,866.53,9.33,123.99,259.16,,59.62,3.27
7337,2020,5.48,30.41,64.12,204.86,96.6,7.93,2.77,30.09,67.14,67.16,10.99,14.47,69.83,12.01,11.45,,2.1,1.01,4.34,9.19,9.42,54.61,23.22,12.76,3011372,27.18,64.48,2635.11,3397.36,58.41,53.21,70.1,54.55,286.3,13.69,,3201.49,6,3.83,62.3,22.97,10.9,-36.59,,12.59,35.43,45.25,6.72,,1.31,16.5,8.78,,10.03,,242.43,,63.65,2.16
7337,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,
7338,1995,,,,,,6.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.25,,,,,,,,,,,44,10.88,,5.5,,,,8.29,493.54,0,114.63,,,,
7338,1996,,,,,,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.97,,,,,,,,,,,43.45,9.74,,8.73,,,,8.46,444.95,0,114.88,,,,
7338,1997,,,,,,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.03,,,,,,,,,-141.79,,36.6,12.09,,8.21,,,,8.57,438.99,0,109.87,,,,
7338,1998,,,,,,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.39,,,,,,,,,-138.54,,40.37,8.98,,6.88,,,,8.75,471.63,0,127.26,,,15.37,
7338,1999,,,,,,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.25,,,,,,,,,-139,,40.37,8.98,,6.88,,,,8.9,457.68,0,128.22,,,16.3,
7338,2000,5.08,24.77,70.15,,,7.08,,,,,,,,,,,,,,,,,,,1827865,12.44,50.06,1851.85,2281.13,45.14,27.67,41.55,48.87,139.82,,,,,,,,,-141.19,,36.25,8.64,,10.22,,,,8.92,473.6,0,153.36,,,15.27,
